crop,seed_type,soil,state,district,town_city,season,total_duration_estimate,sw_stage_dur,sw_tmin,sw_tmax,sw_rh,sw_rain,sw_wind,sw_solar_rad,sd_e_stage_dur,sd_e_tmin,sd_e_tmax,sd_e_rh,sd_e_rain,sd_e_wind,sd_e_solar_rad,tilrr_stage_dur,tilrr_tmin,tilrr_tmax,tilrr_rh,tilrr_rain,tilrr_wind,tilrr_solar_rad,stel_stage_dur,stel_tmin,stel_tmax,stel_rh,stel_rain,stel_wind,stel_solar_rad,btng_stage_dur,btng_tmin,btng_tmax,btng_rh,btng_rain,btng_wind,btng_solar_rad,hdng_stage_dur,hdng_tmin,hdng_tmax,hdng_rh,hdng_rain,hdng_wind,hdng_solar_rad,flwr_stage_dur,flwr_tmin,flwr_tmax,flwr_rh,flwr_rain,flwr_wind,flwr_solar_rad,grnm_stage_dur,grnm_tmin,grnm_tmax,grnm_rh,grnm_rain,grnm_wind,grnm_solar_rad,grnd_stage_dur,grnd_tmin,grnd_tmax,grnd_rh,grnd_rain,grnd_wind,grnd_solar_rad,rpng_stage_dur,rpng_tmin,rpng_tmax,rpng_rh,rpng_rain,rpng_wind,rpng_solar_rad,hrvst_stage_dur,hrvst_tmin,hrvst_tmax,hrvst_rh,hrvst_rain,hrvst_wind,hrvst_solar_rad
Wheat,HI 8759 (Pusa Tejas),Deep Black (Vertisol),Madhya Pradesh,Ashoknagar,Jhabua,Rabi,119,7,15.9,21.5,51,0.3,6.9,410,9,10.5,20.4,47,2.2,2.8,476,26,13.0,23.3,61,0.5,2.4,520,19,11.0,21.8,59,2.0,4.1,557,9,10.9,18.7,46,0.4,3.2,583,7,13.0,21.9,51,2.5,6.8,549,6,21.5,26.0,54,1.8,6.4,533,12,20.7,25.9,59,1.0,2.1,502,8,19.4,25.8,61,0.6,3.8,608,10,14.3,24.6,58,0.7,2.8,525,6,12.8,27.8,53,1.8,4.8,402
Rice,JR 201,Shallow Black (Vertisol),Madhya Pradesh,Katni,Chhindwara,Kharif,134,9,24.3,35.0,68,6.7,8.9,460,8,23.9,32.5,65,8.0,4.7,685,23,22.6,32.8,69,5.5,11.0,640,21,23.5,34.7,75,7.8,6.4,585,11,23.3,33.5,71,6.7,10.9,677,4,27.0,33.2,79,9.5,2.8,514,6,25.3,31.4,65,8.8,11.2,532,14,26.4,30.6,78,4.7,9.5,643,18,23.4,32.8,75,7.9,8.6,693,13,22.7,28.3,60,7.1,8.3,604,7,19.5,31.1,62,5.1,5.2,563
Mustard,Pusa Tarak,Silty clay loam,Madhya Pradesh,Betul,Multai,Rabi,113,1,11.1,19.4,45,1.8,7.8,589,8,15.9,21.5,40,2.9,4.1,484,13,15.3,21.9,53,2.9,3.8,404,18,11.5,19.3,50,1.8,6.3,534,14,10.4,21.4,47,2.5,5.8,622,9,12.7,20.3,43,2.7,3.4,474,9,15.3,21.5,49,2.1,3.1,565,14,11.2,21.7,40,1.2,2.5,527,12,14.3,23.1,42,1.4,4.9,514,9,10.8,21.4,40,1.7,4.9,481,6,14.7,21.3,51,2.3,5.4,431
Maize,DHM 117,Medium Black (Vertisol),Madhya Pradesh,Narsinghpur,Neemuch,Kharif,107,4,22.5,34.0,52,4.6,7.0,602,6,18.5,33.2,66,3.8,6.4,558,16,18.8,33.9,52,4.9,5.6,585,25,19.3,26.6,68,2.7,8.7,646,6,23.0,28.7,69,4.2,8.2,562,3,21.3,28.8,66,5.7,7.4,689,6,20.5,27.0,52,5.8,4.4,506,16,21.2,29.5,66,2.1,3.2,682,12,22.6,32.0,58,2.3,4.6,675,11,18.9,26.3,53,4.1,7.2,646,2,20.6,34.7,57,2.8,4.5,686
Wheat,HI 8759 (Pusa Tejas),Medium Black (Vertisol),Madhya Pradesh,Ujjain,Ujjain,Rabi,129,8,16.7,22.1,54,1.5,6.4,627,10,13.4,23.7,62,0.6,3.2,620,34,10.7,19.3,59,1.6,2.5,619,20,15.2,18.9,48,0.7,6.6,428,6,10.9,21.4,56,0.4,7.0,647,8,12.6,18.2,58,1.9,4.5,461,5,20.7,24.0,61,1.8,4.5,518,11,21.6,24.9,64,2.5,2.2,639,9,18.9,24.2,59,2.7,2.3,416,13,16.9,22.0,62,0.6,7.4,421,5,10.9,26.0,48,2.0,3.2,587
Rice,JR 201,Red loam,Madhya Pradesh,Sidhi,Satna,Kharif,119,6,24.9,31.6,65,5.7,3.7,564,9,22.8,31.9,77,6.5,7.0,603,20,23.0,31.1,77,6.1,6.5,698,16,23.5,32.4,60,5.4,11.7,546,10,26.0,32.8,74,9.0,12.0,455,10,26.0,30.6,69,7.2,11.2,484,6,27.3,32.0,69,9.6,8.7,506,15,24.2,31.4,70,9.7,4.9,544,11,23.6,28.2,63,6.6,12.0,662,8,24.0,28.6,80,7.7,2.4,559,8,21.5,33.1,80,10.0,7.5,621
Maize,HQPM-5,Red loam,Madhya Pradesh,Morena,Multai,Kharif,111,3,23.6,34.4,64,5.7,7.6,506,7,23.7,31.0,57,4.5,3.3,679,15,23.9,26.4,60,5.9,7.9,602,16,18.6,32.5,57,2.9,4.0,597,14,21.4,33.3,53,4.8,2.9,546,5,19.2,28.2,63,4.3,2.3,599,8,21.7,30.4,51,4.7,8.4,622,15,20.6,27.1,69,4.1,6.1,568,10,21.1,33.6,65,5.7,3.0,501,10,18.1,31.7,56,2.3,2.9,568,8,19.9,26.0,59,4.9,6.1,629
Wheat,JW 3288,Sandy loam,Madhya Pradesh,Dewas,Kannod,Rabi,117,9,16.3,24.9,60,1.0,7.5,474,12,15.0,22.8,46,1.4,7.4,506,28,12.0,22.9,60,1.1,6.8,605,19,11.8,21.1,58,0.9,2.6,498,4,9.3,20.0,57,0.6,5.2,506,6,12.2,18.1,56,0.4,7.6,542,5,21.6,24.9,48,2.4,3.6,452,10,21.9,28.6,45,0.8,2.4,507,12,19.3,24.2,62,2.7,7.7,445,8,14.0,21.6,46,1.9,2.8,577,4,17.8,28.4,51,0.9,7.2,407
Lentil,JL 3,Medium Black (Vertisol),Madhya Pradesh,Mandsaur,Bhopal,Rabi,86,4,13.2,18.3,60,1.7,7.0,488,5,12.1,21.3,55,2.1,3.5,518,6,13.8,22.7,52,1.7,2.6,438,11,15.5,25.8,42,0.2,2.0,566,6,12.8,24.4,48,0.3,3.2,473,3,12.6,23.9,47,1.5,5.7,601,10,15.8,21.9,56,2.5,3.2,558,14,13.9,18.8,57,0.6,3.7,473,12,12.1,19.9,42,1.2,2.8,621,9,8.5,24.8,45,1.8,6.3,632,6,14.6,21.2,50,0.8,6.1,477
Wheat,GW 322,Shallow Black (Vertisol),Madhya Pradesh,Narmadapuram,Narmadapuram,Rabi,127,8,15.3,23.1,57,2.0,5.6,495,10,13.4,23.8,56,2.1,5.8,528,26,14.0,18.7,59,2.4,7.8,592,21,14.3,18.3,46,2.8,4.7,609,8,10.5,17.4,49,1.9,2.3,445,3,16.0,21.2,57,2.3,3.5,649,6,18.4,23.6,60,2.3,3.7,562,14,21.8,26.2,49,0.1,7.8,523,13,16.8,26.6,57,1.6,2.5,614,10,13.7,23.4,64,1.7,6.1,593,8,10.6,21.8,65,1.4,6.3,546
Maize,PMH 1,Alluvial loam,Madhya Pradesh,Dindori,Panna,Kharif,107,5,18.6,30.6,55,3.5,4.8,556,7,20.5,32.9,53,4.3,2.3,571,13,22.8,30.9,64,4.4,8.3,569,18,22.6,33.2,67,3.9,8.8,599,11,22.4,32.6,70,5.9,4.2,672,6,23.9,33.9,61,2.6,8.7,568,5,19.8,30.3,56,4.3,2.8,676,12,23.4,32.2,64,4.5,4.7,657,13,18.6,33.8,57,3.1,7.1,639,12,23.9,27.2,54,2.1,7.2,683,5,22.8,31.3,59,5.5,3.2,585
Wheat,HI 1544,Shallow Black (Vertisol),Madhya Pradesh,Ujjain,Tarana,Rabi,112,5,13.7,23.1,55,1.7,7.5,402,11,10.8,23.8,48,0.3,2.3,478,21,12.8,21.6,49,1.1,7.1,428,24,15.5,20.8,58,0.1,5.3,633,9,13.4,21.6,51,2.6,3.5,508,7,13.9,21.6,56,1.4,4.4,447,3,21.0,26.2,46,1.6,7.8,415,12,20.8,28.1,51,1.0,4.5,581,10,17.6,23.5,55,2.0,2.3,616,8,12.2,23.5,53,0.8,2.2,548,2,17.7,20.8,50,2.9,7.4,632
Wheat,GW 322,Sandy loam,Madhya Pradesh,Khandwa,Khandwa,Rabi,116,5,17.5,22.6,58,1.6,3.8,460,8,14.0,22.9,45,2.4,4.1,474,25,14.2,23.9,63,3.0,3.7,506,15,11.6,20.8,48,2.1,6.8,644,10,11.0,20.0,61,0.3,7.5,630,8,14.8,21.5,55,2.5,7.2,593,4,19.3,22.7,51,2.8,2.5,589,11,21.5,29.9,63,2.9,7.8,488,12,16.7,24.9,56,2.9,4.9,529,14,14.8,23.7,49,0.6,6.8,497,4,16.6,29.3,51,0.4,5.2,543
Soybean,RVS 2001-4,Red loam,Madhya Pradesh,Guna,Betul,Kharif,101,3,22.3,31.3,65,3.0,6.4,564,12,21.9,31.3,73,5.4,4.4,664,12,23.8,29.9,73,2.4,5.2,634,15,24.5,28.3,66,6.4,6.0,452,7,24.1,33.5,72,3.7,4.6,489,1,25.1,32.9,69,6.6,7.6,622,11,26.2,29.8,58,3.5,7.2,558,14,24.7,28.2,65,5.3,6.0,665,10,25.4,28.7,71,7.0,4.9,555,12,21.8,28.1,67,5.2,4.4,692,4,19.5,26.3,56,4.9,5.7,661
Soybean,JS 335,Alluvial loam,Madhya Pradesh,Shajapur,Mandla,Kharif,105,3,23.8,31.9,71,6.7,2.8,492,10,22.1,33.0,66,5.3,6.8,488,15,25.7,33.4,67,4.0,5.2,547,13,23.8,30.6,60,2.8,6.1,478,7,27.4,30.3,56,5.6,6.7,609,7,28.0,30.7,69,4.7,7.3,497,8,25.9,29.7,74,7.5,2.3,638,12,25.4,29.8,62,7.3,4.4,631,10,23.1,28.3,67,5.1,4.0,651,13,23.9,28.8,55,2.5,3.4,487,7,21.6,28.7,65,5.1,4.1,459
Wheat,MP 3288,Sandy loam,Madhya Pradesh,Damoh,Agar Malwa,Rabi,117,9,16.4,23.0,54,3.0,4.3,533,13,16.0,20.8,55,2.2,4.9,409,21,10.5,21.2,59,1.1,4.5,478,18,10.6,19.7,53,2.8,7.5,462,5,9.9,18.2,55,2.2,2.2,609,7,14.5,20.8,59,0.2,5.1,453,11,18.4,26.7,57,1.6,3.4,494,11,19.1,24.6,50,0.1,4.8,604,11,19.6,24.6,56,1.7,3.6,599,10,17.8,23.9,52,2.7,3.0,404,1,12.7,29.1,54,1.0,7.5,638
Soybean,JS 20-29,Silty clay loam,Madhya Pradesh,Alirajpur,Barwani,Kharif,109,4,21.0,29.9,66,2.4,3.1,469,10,23.8,31.0,74,4.7,5.2,616,16,24.1,29.7,63,5.1,4.4,681,11,22.5,28.1,74,7.4,4.9,666,6,24.3,33.9,62,2.5,3.9,558,4,25.7,32.2,60,2.1,2.8,530,11,25.7,33.5,69,4.4,5.1,637,13,23.7,30.0,75,7.7,7.6,586,10,24.6,30.0,70,2.4,2.1,678,13,22.3,30.5,56,3.0,5.0,539,11,19.7,27.9,60,7.0,5.0,453
Mustard,Pusa Mahak (JD-6),Red loam,Madhya Pradesh,Ratlam,Ratlam,Rabi,107,4,15.1,18.6,55,1.0,5.6,631,10,10.5,26.0,50,2.9,2.4,510,16,11.1,21.4,53,0.7,5.1,583,15,15.6,20.5,54,1.4,6.3,542,14,12.6,18.8,46,2.5,2.9,519,5,10.4,20.3,55,2.9,6.2,510,4,10.2,21.7,46,2.3,5.2,443,14,12.8,20.8,51,2.9,3.3,424,11,12.0,21.7,47,2.6,4.4,443,7,15.2,18.8,41,2.2,2.9,644,7,13.1,19.8,59,0.7,2.9,497
Mustard,Pusa Bold,Shallow Black (Vertisol),Madhya Pradesh,Rajgarh,Agar Malwa,Rabi,103,4,12.3,23.3,46,1.0,6.7,424,9,11.5,18.8,56,1.9,2.2,511,12,14.7,18.4,45,1.7,6.7,530,19,12.0,22.5,44,0.2,7.9,516,7,14.7,24.9,44,1.8,7.8,421,7,11.9,19.3,53,1.0,3.0,446,7,12.9,25.6,55,0.2,5.0,615,14,12.0,25.2,52,0.4,6.0,441,12,15.8,21.1,46,0.1,4.5,406,7,12.7,19.5,56,0.2,3.1,474,5,13.8,25.8,57,0.9,5.8,568
Maize,HQPM-5,Alluvial loam,Madhya Pradesh,Anuppur,Sanwer,Kharif,115,3,22.3,30.9,52,4.3,8.4,658,6,23.8,26.4,67,5.6,4.9,511,19,22.5,26.2,52,3.7,6.9,642,14,18.6,32.3,67,5.2,2.5,686,11,19.7,26.4,66,3.1,5.7,541,10,20.3,27.3,64,3.7,8.4,536,7,22.2,30.7,69,3.8,2.7,531,14,20.1,34.8,60,4.7,8.6,627,13,20.5,34.4,57,4.9,8.5,599,10,21.3,26.2,64,5.6,4.7,512,8,22.1,26.7,51,5.1,7.7,513
Wheat,GW 322,Medium Black (Vertisol),Madhya Pradesh,Harda,Jhabua,Rabi,115,8,14.1,21.5,56,0.6,2.4,577,9,13.3,21.4,53,0.1,4.5,647,23,14.2,23.5,62,0.8,5.1,622,19,12.4,19.0,47,0.8,2.7,508,5,8.3,21.6,64,0.5,4.2,553,2,15.1,19.4,56,2.1,7.5,501,5,21.7,25.9,55,1.4,3.7,593,12,19.4,25.4,57,1.0,2.1,600,14,17.4,23.7,48,1.0,7.2,464,12,17.2,20.3,61,0.3,7.6,453,6,11.7,21.7,56,1.4,7.5,501
Groundnut,JL 24,Sandy loam,Madhya Pradesh,Shajapur,Singrauli,Kharif,114,7,22.2,28.9,52,5.0,7.6,683,11,22.0,29.5,51,2.9,5.4,609,11,23.7,29.7,66,5.2,3.1,516,14,25.0,28.8,54,2.6,4.3,634,14,25.7,31.6,61,5.2,4.8,567,7,22.9,28.8,54,3.5,5.9,522,8,23.9,30.7,62,5.6,2.8,504,13,22.7,30.0,67,3.7,5.0,644,16,24.1,29.2,56,5.1,3.4,689,8,25.9,30.8,53,3.9,7.4,653,5,24.4,29.7,55,3.7,4.1,552
Pearl millet,HHB 67,Clay loam,Madhya Pradesh,Seoni,Damoh,Kharif,86,5,26.1,31.4,59,2.1,3.6,557,7,23.9,37.7,51,4.1,8.6,643,11,25.8,36.2,41,1.9,4.5,670,13,25.0,32.9,43,3.6,8.7,540,8,24.4,36.8,44,3.4,6.7,532,5,26.7,35.7,46,3.5,6.0,710,3,22.6,37.6,42,4.9,5.3,628,7,25.3,34.2,43,4.4,7.5,634,13,23.1,33.5,50,2.6,4.5,639,8,26.9,34.1,51,4.8,7.4,685,6,27.8,30.6,53,4.1,3.9,514
Soybean,JS 20-34,Shallow Black (Vertisol),Madhya Pradesh,Vidisha,Datia,Kharif,88,8,23.9,30.7,58,6.4,5.1,531,6,21.8,29.2,58,5.6,6.6,637,16,24.9,33.9,68,3.6,5.2,595,9,24.5,28.2,74,7.2,2.4,622,5,26.2,29.7,72,7.8,4.8,561,2,24.3,29.6,65,3.1,4.5,565,6,26.7,28.9,72,6.6,5.2,484,8,24.4,28.3,61,3.2,3.8,544,10,25.2,30.8,63,2.5,6.9,477,11,22.7,29.1,68,2.2,4.1,456,7,22.8,28.9,59,5.3,6.2,484
Wheat,JW 3288,Deep Black (Vertisol),Madhya Pradesh,Datia,Punasa,Rabi,124,9,13.7,23.9,51,2.8,2.2,417,11,10.4,21.9,50,0.7,7.1,619,25,13.8,18.6,51,1.2,2.7,555,24,13.5,19.5,56,0.2,7.5,464,6,9.7,16.1,54,2.9,6.3,588,3,12.2,19.2,56,0.2,6.2,482,4,21.3,24.4,61,0.3,4.0,552,14,20.4,28.3,57,2.0,7.3,610,12,16.9,27.9,46,1.5,2.2,497,12,14.8,20.7,47,1.0,4.5,601,4,14.1,24.8,57,0.4,7.9,575
Maize,HQPM-5,Red loam,Madhya Pradesh,Tikamgarh,Sausar,Kharif,109,1,18.2,27.7,63,5.3,4.2,540,9,22.5,26.3,70,3.0,3.0,681,13,21.5,32.5,55,3.5,5.6,593,12,23.0,34.2,52,5.9,2.7,604,13,23.3,28.3,60,5.2,4.2,530,7,23.6,34.1,59,4.7,2.6,620,10,20.4,32.4,68,5.6,6.9,580,14,21.9,32.9,66,5.8,4.8,537,12,18.2,32.4,58,4.0,3.3,685,11,18.5,26.3,57,4.4,3.4,568,7,21.0,30.5,66,2.0,5.7,610
Soybean,JS 20-34,Clay loam,Madhya Pradesh,Ratlam,Shivpuri,Kharif,99,7,22.3,32.8,63,4.3,6.0,657,8,20.3,32.7,59,2.8,7.0,619,15,24.0,30.3,66,5.6,5.8,553,9,24.8,29.2,68,5.7,2.5,673,6,25.1,28.1,68,5.2,7.4,599,4,24.5,30.4,74,6.8,4.7,613,10,27.3,30.3,56,3.5,2.5,643,10,24.6,31.9,73,4.2,7.7,525,13,22.6,27.6,72,2.1,2.2,678,10,20.2,28.9,58,7.3,5.3,466,7,19.2,30.3,58,5.3,6.3,636
Maize,PEHM-5,Clay loam,Madhya Pradesh,Alirajpur,Damoh,Kharif,106,5,22.1,27.7,60,2.6,4.6,503,9,19.4,30.8,59,3.5,8.2,556,18,20.3,28.8,69,4.3,5.2,509,16,20.8,32.0,51,3.5,3.8,678,9,22.9,29.9,65,3.0,4.9,676,1,20.1,30.2,62,4.0,2.7,602,9,20.6,29.7,65,2.7,6.7,555,14,18.7,28.3,64,4.4,8.6,523,10,22.1,33.2,65,5.3,5.6,524,7,23.2,31.2,61,5.9,3.9,646,8,23.0,26.1,52,5.2,5.5,569
Soybean,JS 335,Medium Black (Vertisol),Madhya Pradesh,Bhind,Tarana,Kharif,100,4,21.4,29.3,62,2.7,7.2,483,6,20.1,30.9,62,6.1,6.4,513,15,23.5,30.2,73,2.2,5.5,624,14,23.9,33.5,60,5.2,4.7,541,8,26.0,32.9,55,3.0,4.7,575,3,25.8,32.9,58,3.8,6.8,675,7,24.1,30.0,62,5.1,2.3,639,10,22.1,31.6,72,2.3,6.1,638,13,23.9,31.5,67,7.9,5.3,654,12,20.0,28.0,63,2.6,7.7,562,8,23.7,26.8,69,5.9,3.9,453
Soybean,JS 20-34,Deep Black (Vertisol),Madhya Pradesh,Khargone,Neemuch,Kharif,107,7,21.8,30.7,58,6.1,4.8,536,5,20.0,31.8,71,7.8,2.9,487,17,23.2,32.3,65,5.0,5.8,493,16,25.5,28.5,64,3.7,3.3,533,9,27.5,31.8,71,3.2,7.2,644,6,25.2,31.3,65,4.0,6.5,501,5,24.3,30.6,72,4.6,6.5,591,15,25.7,29.3,64,6.2,4.6,593,13,23.2,31.2,72,3.0,5.6,669,8,20.7,28.3,71,7.4,5.3,579,6,23.5,28.4,55,5.8,5.6,547
Soybean,NRC 127,Silty clay loam,Madhya Pradesh,Sagar,Jhabua,Kharif,113,5,23.0,30.5,60,7.6,7.6,667,8,22.7,32.1,62,7.3,4.2,586,20,24.4,32.7,69,6.4,6.2,573,14,25.2,28.7,58,4.3,4.9,553,6,25.8,31.1,64,7.3,5.7,470,4,26.0,28.6,55,6.9,5.9,483,7,25.2,32.5,56,3.3,4.8,689,15,22.2,30.6,70,6.9,2.9,493,13,26.0,31.7,63,3.9,3.5,514,15,20.5,28.1,58,4.2,3.1,496,6,19.9,29.9,68,4.1,4.7,611
Soybean,RVS 2001-4,Alluvial loam,Madhya Pradesh,Harda,Vidisha,Kharif,90,6,22.7,32.0,62,2.2,7.9,570,12,20.5,29.1,61,2.1,5.2,489,13,25.0,32.1,64,7.0,3.2,579,12,23.1,32.1,65,3.8,5.2,684,7,25.8,30.8,72,4.1,7.4,457,4,25.6,28.1,73,3.1,6.8,621,7,25.0,30.0,72,4.5,5.6,596,10,22.8,27.8,68,7.0,4.7,618,10,24.5,31.8,64,4.4,3.9,507,5,23.8,27.1,61,5.0,7.7,646,4,23.9,26.2,73,3.2,4.2,477
Wheat,C-306,Alluvial loam,Madhya Pradesh,Chhatarpur,Rewa,Rabi,125,4,16.3,21.8,53,2.0,6.6,589,10,13.0,20.4,51,1.3,3.6,623,27,13.1,19.8,61,2.6,5.5,453,24,14.6,21.8,64,0.5,6.1,505,7,13.4,20.4,64,1.7,6.4,559,6,12.6,20.4,50,0.4,7.5,409,5,19.5,24.0,47,1.2,5.0,533,15,20.4,27.4,50,1.3,3.1,560,12,18.9,23.8,48,1.8,7.3,409,10,14.7,24.4,60,0.2,2.5,491,5,16.0,29.3,47,2.1,2.2,563
Rice,Swarna,Silty clay loam,Madhya Pradesh,Jabalpur,Patan,Kharif,137,7,22.8,34.2,72,7.5,6.1,612,9,24.5,30.6,70,9.7,6.7,649,19,25.6,30.2,66,8.5,7.8,680,23,25.8,32.4,82,5.5,7.5,641,9,22.9,30.6,61,7.4,10.6,510,7,25.3,32.8,80,8.8,7.1,500,7,26.5,33.5,60,4.8,9.5,681,17,28.0,31.0,84,8.6,7.3,474,18,23.0,32.0,79,4.6,9.8,481,13,21.6,30.8,83,4.9,9.8,574,8,23.3,33.5,77,6.3,9.4,487
Mustard,NRCHB 101,Clay loam,Madhya Pradesh,Shivpuri,Dewas,Rabi,111,8,12.4,23.5,49,1.7,6.6,417,11,12.6,25.5,58,0.5,2.1,597,18,15.0,22.6,52,2.8,3.9,625,17,11.4,26.0,52,2.1,6.4,566,8,15.0,24.8,41,1.8,4.6,546,7,11.9,20.6,51,2.6,5.5,630,9,14.1,24.9,60,2.2,6.0,507,10,10.0,19.4,55,0.6,4.3,462,10,13.7,20.1,42,2.0,4.7,641,10,10.7,24.0,49,2.6,3.5,432,3,14.0,24.4,42,2.6,2.5,584
Wheat,GW 322,Alluvial loam,Madhya Pradesh,Sagar,Rajgarh,Rabi,129,7,15.3,22.5,55,2.7,5.0,526,9,13.6,21.5,59,2.6,7.4,470,27,14.2,23.1,58,0.2,6.2,628,20,13.7,20.0,49,2.6,5.4,465,11,9.1,16.0,54,1.7,3.2,477,7,14.4,20.3,60,2.0,4.8,632,6,19.9,25.4,60,0.2,7.6,490,14,18.3,28.6,51,0.2,6.2,526,14,17.8,26.9,45,1.9,6.0,581,9,14.0,23.9,64,2.6,7.9,448,5,17.8,27.9,58,0.7,3.6,523
Soybean,NRC 37,Shallow Black (Vertisol),Madhya Pradesh,Gwalior,Dabra,Kharif,105,8,23.6,33.7,61,7.7,7.4,627,8,24.0,30.1,56,2.6,2.1,505,18,22.3,30.6,68,5.1,7.8,596,13,24.4,32.7,69,5.5,5.0,590,5,25.5,29.5,70,5.2,2.7,459,5,25.5,30.4,75,4.9,4.1,547,3,26.3,32.7,62,4.9,6.7,669,12,22.2,31.2,58,3.2,7.5,559,13,23.1,29.4,72,3.0,4.5,554,12,23.7,31.6,56,2.7,3.7,499,8,22.3,31.0,66,5.4,6.5,489
Wheat,HD 2967,Sandy loam,Madhya Pradesh,Bhind,Maihar,Rabi,127,9,15.8,25.7,63,2.9,6.3,445,13,10.1,22.6,46,2.7,3.9,527,26,11.4,23.3,54,2.5,6.0,446,19,12.9,19.9,46,2.8,3.3,609,9,10.6,19.4,48,2.1,6.4,622,3,14.7,19.6,62,2.4,4.7,445,4,20.8,26.4,62,2.3,7.1,542,12,19.5,26.5,63,2.9,7.2,568,12,18.2,24.0,61,2.4,6.2,528,14,17.3,23.1,57,1.7,5.1,632,6,15.6,22.8,60,2.1,6.0,623
Rice,JRH 8,Medium Black (Vertisol),Madhya Pradesh,Sagar,Sagar,Kharif,132,9,25.4,31.3,71,6.7,11.4,636,7,24.4,31.0,70,9.7,8.3,666,20,23.6,32.7,78,6.6,6.3,535,19,24.9,32.8,70,8.5,3.6,521,13,22.7,33.5,66,6.6,8.6,497,5,24.8,30.5,61,4.4,9.4,672,4,24.3,33.4,78,6.0,8.4,646,19,24.7,33.0,67,6.5,4.3,566,17,25.4,28.4,70,4.8,3.9,585,10,22.9,31.1,79,5.3,8.5,480,9,20.7,29.0,63,7.6,5.1,567
Mustard,Pusa Tarak,Sandy loam,Madhya Pradesh,Damoh,Alirajpur,Rabi,106,7,13.4,21.8,51,1.2,3.4,502,8,11.9,23.8,50,0.3,2.5,501,14,10.2,20.8,46,1.3,5.3,516,19,15.8,20.8,41,2.9,4.6,446,6,12.5,19.3,43,2.8,4.8,561,5,10.9,20.8,50,0.7,3.9,563,9,10.3,25.2,43,1.2,5.7,614,13,13.8,25.6,45,1.4,6.8,450,10,12.4,20.0,42,0.3,2.8,403,12,10.9,25.9,46,1.7,5.7,444,3,15.0,22.7,52,0.8,3.4,447
Wheat,HI 8759 (Pusa Tejas),Deep Black (Vertisol),Madhya Pradesh,Shivpuri,Kannod,Rabi,111,8,15.9,21.8,56,2.8,3.5,411,11,11.4,22.8,51,1.4,7.6,553,21,15.4,22.5,63,2.5,4.2,466,18,10.2,18.8,54,0.2,2.4,505,5,11.4,20.4,61,2.4,6.9,514,10,12.8,18.0,60,1.2,2.2,633,11,19.5,22.4,53,2.6,3.3,628,7,18.9,26.8,49,1.3,2.4,474,10,20.0,22.7,45,0.8,7.0,535,9,13.3,25.8,58,2.8,5.2,640,1,14.8,20.4,51,2.2,5.2,429
Mustard,Pusa Mahak (JD-6),Red loam,Madhya Pradesh,Harda,Chhatarpur,Rabi,107,10,13.2,19.9,49,0.1,4.8,644,5,12.0,24.6,44,2.6,7.5,586,13,12.1,20.8,55,0.6,7.4,505,17,13.5,21.9,57,1.4,3.9,566,7,15.6,24.7,42,0.6,2.5,525,6,12.0,22.9,49,1.7,2.9,473,8,10.8,20.4,43,2.9,3.9,480,11,12.5,19.6,51,0.6,2.5,635,13,15.6,23.4,40,1.3,4.2,560,13,15.0,19.9,59,1.4,5.5,454,4,13.0,19.1,46,0.4,5.2,448
Soybean,JS 95-60,Sandy loam,Madhya Pradesh,Bhopal,Bhopal,Kharif,108,9,22.8,33.7,71,6.9,7.6,579,9,23.0,31.2,58,3.6,2.1,658,14,25.1,33.3,66,4.0,5.8,543,12,23.1,29.3,61,6.4,2.8,544,6,26.1,29.0,65,6.8,6.3,698,3,24.3,30.3,58,3.0,5.8,452,8,25.7,28.3,71,3.9,3.8,621,13,22.7,28.2,64,5.4,5.0,575,11,25.2,27.2,69,4.7,3.0,642,13,22.5,30.8,70,6.0,5.6,591,10,21.7,31.9,74,5.6,3.5,611
Maize,PMH 1,Deep Black (Vertisol),Madhya Pradesh,Barwani,Barwani,Kharif,115,5,23.3,32.6,66,4.5,3.8,632,8,23.0,28.0,50,2.3,6.3,623,14,18.8,28.3,67,3.2,4.5,584,20,22.5,29.3,67,2.4,2.5,644,13,22.0,34.3,54,4.7,7.4,589,4,20.8,27.6,64,3.9,2.3,540,8,20.6,28.7,52,5.4,7.0,685,13,20.7,28.8,64,3.8,4.6,619,13,19.3,30.7,65,3.8,8.1,682,10,23.5,28.8,62,4.2,4.3,663,7,19.3,29.1,61,3.8,3.6,532
Soybean,JS 93-05,Clay loam,Madhya Pradesh,Alirajpur,Morena,Kharif,109,5,21.1,29.4,65,2.5,7.5,554,13,20.6,29.4,75,5.3,7.5,453,17,25.8,30.9,56,6.9,6.2,533,9,23.4,32.4,61,2.8,7.8,515,7,24.6,32.1,74,6.6,5.5,552,5,24.9,30.5,59,3.6,7.8,550,11,26.5,30.5,63,5.0,5.3,664,11,25.4,31.0,62,5.2,7.1,501,14,24.1,26.6,68,7.4,3.6,556,12,23.9,28.0,63,4.8,3.5,561,5,21.4,27.0,63,5.7,4.5,575
